feature,result,avg_acc,avg_auc,avg_f1,avg_precision,avg_recall
"hubert,bert,clip","{'AUC': [np.float64(0.9382), np.float64(0.9422), np.float64(0.9395), np.float64(0.9409), np.float64(0.9368), np.float64(0.9315), np.float64(0.9355), np.float64(0.9301), np.float64(0.9368), np.float64(0.9328)], 'ACC': [0.8727, 0.8727, 0.8727, 0.8545, 0.8727, 0.9091, 0.9091, 0.9091, 0.9091, 0.9091], 'Recall': [0.9355, 0.9032, 0.9355, 0.9355, 0.9355, 0.9355, 0.9355, 0.9355, 0.9355, 0.9355], 'F1': [0.8923, 0.8889, 0.8923, 0.8788, 0.8923, 0.9206, 0.9206, 0.9206, 0.9206, 0.9206], 'Precision': [0.8529, 0.875, 0.8529, 0.8286, 0.8529, 0.9062, 0.9062, 0.9062, 0.9062, 0.9062]}",0.8891,0.9364,0.9048,0.8793,0.9323
